id,name,address,lat,lng
398,Whittlesea Community Garden,"Laurel Street, Whittlesea, Melbourne, City of Whittlesea, Victoria, 3757, Australia",-37.5146553,145.1200408
399,Padley Park Community Garden,"Vincent Avenue, St Albans, Melbourne, City of Brimbank, Victoria, 3021, Australia",-37.7415598,144.8093252
390,Narre Warren North Comunity Garden,"Main Street, Narre Warren North, Melbourne, City of Casey, Victoria, 3804, Australia",-37.9803067,145.3166554
391,Newstead Community Garden,"Layard Street, Newstead, Shire of Mount Alexander, Victoria, Australia",-37.112268,144.0636897
392,Murnong Community Garden,"Titch Street, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia",-37.789251,144.8915471
393,Mulberry Community Garden Glenroy,"Glenroy Road, Glenroy, Melbourne, City of Moreland, Victoria, 3046, Australia",-37.7061284,144.9271553
394,Myuna Farm,"Kidds Road, Myuna Farm, Doveton, Melbourne, City of Casey, Victoria, 3177, Australia",-37.9850323,145.2329888
395,Noble Park Community Garden,"Memorial Drive, Noble Park, Melbourne, City of Greater Dandenong, Victoria, 3174, Australia",-37.9616522,145.172777
396,Northcote Community Gardens,"Hartington Street, Ruckers Hill, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia",-37.780236,144.9964901
397,Ringwood Community Garden,"Selkirk Avenue, Wantirna, Melbourne, City of Knox, Victoria, 3152, Australia",-37.8426513,145.2326378
398,Whittlesea Community Garden,"Laurel Street, Whittlesea, Melbourne, City of Whittlesea, Victoria, 3757, Australia",-37.5146553,145.1200408
399,Padley Park Community Garden,"Vincent Avenue, St Albans, Melbourne, City of Brimbank, Victoria, 3021, Australia",-37.7415598,144.8093252
402,Parkhill Primary School,"Parkhill Drive, Ashwood, Melbourne, City of Monash, Victoria, 3125, Australia",-37.8629345,145.1082615
403,Park Towers,"Park Street, South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8577392,144.9713627
404,Pines Patch Community Garden,"Stringybark Crescent, Frankston North, Melbourne, City of Frankston, Victoria, 3200, Australia",-38.1227141,145.146199
406,Olympic Village Primary School,"Southern Road, Heidelberg West, Melbourne, City of Banyule, Victoria, 3081, Australia",-37.7420233,145.0457518
407,Community Garden Ocean Grove,"The Parade, Ocean Grove, Victoria, 3226, Australia",-38.2670119,144.5235726
408,Seymour Community Garden,"Victoria Street, Seymour, Shire of Mitchell, Victoria, 3660, Australia",-37.0257346,145.1416213
402,Parkhill Primary School,"Parkhill Drive, Ashwood, Melbourne, City of Monash, Victoria, 3125, Australia",-37.8629345,145.1082615
403,Park Towers,"Park Street, South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8577392,144.9713627
404,Pines Patch Community Garden,"Stringybark Crescent, Frankston North, Melbourne, City of Frankston, Victoria, 3200, Australia",-38.1227141,145.146199
406,Olympic Village Primary School,"Southern Road, Heidelberg West, Melbourne, City of Banyule, Victoria, 3081, Australia",-37.7420233,145.0457518
407,Community Garden Ocean Grove,"The Parade, Ocean Grove, Victoria, 3226, Australia",-38.2670119,144.5235726
408,Seymour Community Garden,"Victoria Street, Seymour, Shire of Mitchell, Victoria, 3660, Australia",-37.0257346,145.1416213
409,Rosebud Community Garden,"Leon Avenue, Rosebud, Melbourne, Shire of Mornington Peninsula, Victoria, 3939, Australia",-38.3631232,144.9129302
410,Shoestring Gardening,"Ridge Drive, Windermere, Wyndham Vale, Melbourne, City of Wyndham, Victoria, 3024, Australia",-37.8915817,144.621503
411,Simply Living Community Garden,"Bridge Street, Port Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8595773,144.9777054
412,Slater Community Garden â€” Nunawading CG,"Slater Avenue, Blackburn North, Melbourne, City of Whitehorse, Victoria, 3130, Australia",-37.8048602,145.1632431
413,Span Community House Community Garden,"Clyde Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",-37.7615112,145.0113212
414,St Kilda Community Gardens Club,"Gibbs Street, Balaclava, Melbourne, City of Port Phillip, Victoria, 3183, Australia",-37.8721665,144.993052
415,Sprout Community Gardens,"Ethel Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",-37.7539864,144.9993115
417,The Crib Community Garden,"Park Road, Crib Point, Melbourne, Shire of Mornington Peninsula, Victoria, 3920, Australia",-38.3617077,145.2043719
409,Rosebud Community Garden,"Leon Avenue, Rosebud, Melbourne, Shire of Mornington Peninsula, Victoria, 3939, Australia",-38.3631232,144.9129302
410,Shoestring Gardening,"Ridge Drive, Windermere, Wyndham Vale, Melbourne, City of Wyndham, Victoria, 3024, Australia",-37.8915817,144.621503
411,Simply Living Community Garden,"Bridge Street, Port Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8595773,144.9777054
412,Slater Community Garden â€” Nunawading CG,"Slater Avenue, Blackburn North, Melbourne, City of Whitehorse, Victoria, 3130, Australia",-37.8048602,145.1632431
413,Span Community House Community Garden,"Clyde Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",-37.7615112,145.0113212
414,St Kilda Community Gardens Club,"Gibbs Street, Balaclava, Melbourne, City of Port Phillip, Victoria, 3183, Australia",-37.8721665,144.993052
415,Sprout Community Gardens,"Ethel Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",-37.7539864,144.9993115
417,The Crib Community Garden,"Park Road, Crib Point, Melbourne, Shire of Mornington Peninsula, Victoria, 3920, Australia",-38.3617077,145.2043719
418,Strathmore Community Garden,"Moonee Ponds Creek Trail, Strathmore Heights, Melbourne, City of Moonee Valley, Victoria, 3041, Australia",-37.7128636,144.9012985
419,Thrive Community Garden,"Watkins Street, Diamond Creek, Melbourne, Shire of Nillumbik, Victoria, 3089, Australia",-37.6764507,145.1503973
420,Poets Garden,"Scott Street, Elwood, Melbourne, City of Port Phillip, Victoria, 3184, Australia",-37.8803386,144.9908216
421,Yarraville Community Garden,"Court Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8181853,144.8803676
422,Yarraville Baptist Church community garden,"Westgate Baptist, High Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8159775,144.8806646
423,Toolangi & Castella Community Garden,"Toolangi, Shire of Murrindindi, Victoria, Australia",-37.5286609,145.5191965
424,Union St Community Garden,"Union Street, Windsor, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8540385,144.9878068
425,Trudewind Neighbourhood House Community Garden,"Quirk Court, Wodonga, City of Wodonga, Victoria, 3690, Australia",-36.1299223,146.8693351
418,Strathmore Community Garden,"Moonee Ponds Creek Trail, Strathmore Heights, Melbourne, City of Moonee Valley, Victoria, 3041, Australia",-37.7128636,144.9012985
419,Thrive Community Garden,"Watkins Street, Diamond Creek, Melbourne, Shire of Nillumbik, Victoria, 3089, Australia",-37.6764507,145.1503973
420,Poets Garden,"Scott Street, Elwood, Melbourne, City of Port Phillip, Victoria, 3184, Australia",-37.8803386,144.9908216
421,Yarraville Community Garden,"Court Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8181853,144.8803676
422,Yarraville Baptist Church community garden,"Westgate Baptist, High Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8159775,144.8806646
423,Toolangi & Castella Community Garden,"Toolangi, Shire of Murrindindi, Victoria, Australia",-37.5286609,145.5191965
424,Union St Community Garden,"Union Street, Windsor, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8540385,144.9878068
425,Trudewind Neighbourhood House Community Garden,"Quirk Court, Wodonga, City of Wodonga, Victoria, 3690, Australia",-36.1299223,146.8693351
430,Yackandandah Community Garden,"Yackandandah Swimming Pool, William Street, Yackandandah, Shire of Indigo, Victoria, 3749, Australia",-36.3112484,146.8408097
431,Warrandyte Community Garden,"Police Street, Warrandyte, Melbourne, City of Manningham, Victoria, 3113, Australia",-37.7404755,145.2123419
432,Watsonia Neighbourhood House Community Garden,"Lambourn Road, Watsonia, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia",-37.711966,145.0791187
433,Veg Out Community Gardens St Kilda,"Chaucer Street, St Kilda, Elwood, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8704449,144.9794862
434,Warrnambool Community Garden,"Warrnambool Community Garden, Warrnambool, City of Warrnambool, Victoria, 3280, Australia",-38.3839256,142.5036393
435,Winton Road Food Forest,"Winton Road, Ashburton, Melbourne, City of Boroondara, Victoria, 3147, Australia",-37.8725647,145.0693732
430,Yackandandah Community Garden,"Yackandandah Swimming Pool, William Street, Yackandandah, Shire of Indigo, Victoria, 3749, Australia",-36.3112484,146.8408097
431,Warrandyte Community Garden,"Police Street, Warrandyte, Melbourne, City of Manningham, Victoria, 3113, Australia",-37.7404755,145.2123419
432,Watsonia Neighbourhood House Community Garden,"Lambourn Road, Watsonia, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia",-37.711966,145.0791187
433,Veg Out Community Gardens St Kilda,"Chaucer Street, St Kilda, Elwood, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8704449,144.9794862
434,Warrnambool Community Garden,"Warrnambool Community Garden, Warrnambool, City of Warrnambool, Victoria, 3280, Australia",-38.3839256,142.5036393
435,Winton Road Food Forest,"Winton Road, Ashburton, Melbourne, City of Boroondara, Victoria, 3147, Australia",-37.8725647,145.0693732
440,Brunswick Neighbourhood House Community Garden,"DeCarle Street, Brunswick, Melbourne, City of Moreland, Victoria, 3056, Australia",-37.75868,144.9655222
440,Brunswick Neighbourhood House Community Garden,"DeCarle Street, Brunswick, Melbourne, City of Moreland, Victoria, 3056, Australia",-37.75868,144.9655222
474,Trafalgar Community Garden,"Church Street, Trafalgar, Shire of Baw Baw, Victoria, 3824, Australia",-38.2112109,146.1559344
477,Werribee Community Garden,"Odessa Court, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia",-37.9008431,144.639103
474,Trafalgar Community Garden,"Church Street, Trafalgar, Shire of Baw Baw, Victoria, 3824, Australia",-38.2112109,146.1559344
477,Werribee Community Garden,"Odessa Court, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia",-37.9008431,144.639103
484,Wingate Ave Community Garden,"Wingate Avenue, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia",-37.7790935,144.9194081
485,West Brunswick Community Garden,"Dunstan Reserve, Brunswick West, Melbourne, City of Moreland, Victoria, 3055, Australia",-37.7548371,144.9400936
486,Yinnar Community Garden,"Yinnar, Latrobe City, Victoria, Australia",-38.3258006,146.324683
487,Chesterfield Farm,"Scoresby, Melbourne, City of Knox, Victoria, 3179, Australia",-37.9042587,145.220397
488,Healesville Community Garden,"River Street, Healesville, Melbourne, Shire of Yarra Ranges, Victoria, 3777, Australia",-37.6539693,145.5117185
484,Wingate Ave Community Garden,"Wingate Avenue, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia",-37.7790935,144.9194081
485,West Brunswick Community Garden,"Dunstan Reserve, Brunswick West, Melbourne, City of Moreland, Victoria, 3055, Australia",-37.7548371,144.9400936
486,Yinnar Community Garden,"Yinnar, Latrobe City, Victoria, Australia",-38.3258006,146.324683
487,Chesterfield Farm,"Scoresby, Melbourne, City of Knox, Victoria, 3179, Australia",-37.9042587,145.220397
488,Healesville Community Garden,"River Street, Healesville, Melbourne, Shire of Yarra Ranges, Victoria, 3777, Australia",-37.6539693,145.5117185
498,Murrumbeena Community Garden,"Murrumbeena, Melbourne, City of Glen Eira, Victoria, Australia",-37.8978307,145.070895
498,Murrumbeena Community Garden,"Murrumbeena, Melbourne, City of Glen Eira, Victoria, Australia",-37.8978307,145.070895
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
513,Collingwood Childrens Farm,"The Farm Cafe, Main Yarra Trail Capital City Trail, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8026462,145.0053374
526,Inkerman Heights Community Garden,"Inkerman Street, St Kilda, Balaclava, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8650001,144.9885663
526,Inkerman Heights Community Garden,"Inkerman Street, St Kilda, Balaclava, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8650001,144.9885663
526,Inkerman Heights Community Garden,"Inkerman Street, St Kilda, Balaclava, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8650001,144.9885663
549,Foundry Park Community Garden,"Park Place, South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8353555,144.9596809
549,Foundry Park Community Garden,"Park Place, South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8353555,144.9596809
558,Westmeadows Indigenous Community Garden,"Redan Court, Westmeadows, Melbourne, City of Hume, Victoria, 3047, Australia",-37.6754885,144.9052656
559,Roxburgh Park Community Garden,"Whiltshire Drive, Roxburgh Park, Melbourne, City of Hume, Victoria, 3048, Australia",-37.6346839,144.9169472
